agent,time,x,y,vx,vy
Agent_D,3.200000047683716,6.525482177734375,6.525482177734375,1.4142144918441772,1.4142144918441772
Agent_D,3.299999952316284,6.666903495788574,6.666903495788574,1.4142111539840698,1.4142111539840698
Agent_D,3.4000000953674316,6.808324813842773,6.808324813842773,1.4142144918441772,1.4142144918441772
Agent_D,3.5,6.949746131896973,6.949746131896973,1.4142144918441772,1.4142144918441772
Agent_D,3.5999999046325684,7.091167449951172,7.091167449951172,1.4142111539840698,1.4142111539840698
Agent_D,3.700000047683716,7.232588768005371,7.232588768005371,1.4142144918441772,1.4142144918441772
Agent_D,3.799999952316284,7.37401008605957,7.37401008605957,1.4142111539840698,1.4142111539840698
Agent_D,3.9000000953674316,7.5154314041137695,7.5154314041137695,1.4142144918441772,1.4142144918441772
Agent_D,4.0,7.656852722167969,7.656852722167969,1.4142144918441772,1.4142144918441772
Agent_D,4.099999904632568,7.798274040222168,7.798274040222168,1.4142144918441772,1.4142144918441772
Agent_D,4.199999809265137,7.939695358276367,7.939695358276367,1.4142078161239624,1.4142078161239624
Agent_D,4.300000190734863,8.081116676330566,8.081116676330566,1.4142144918441772,1.4142144918441772
Agent_D,4.400000095367432,8.222537994384766,8.222537994384766,1.4142144918441772,1.4142144918441772
Agent_D,4.5,8.363959312438965,8.363959312438965,1.4142144918441772,1.4142144918441772
Agent_D,4.599999904632568,8.505380630493164,8.505380630493164,1.4142144918441772,1.4142144918441772
Agent_D,4.699999809265137,8.646801948547363,8.646801948547363,1.4142078161239624,1.4142078161239624
Agent_D,4.800000190734863,8.788223266601562,8.788223266601562,1.4142144918441772,1.4142144918441772
Agent_D,4.900000095367432,8.929644584655762,8.929644584655762,1.4142144918441772,1.4142144918441772
Agent_D,5.0,9.071065902709961,9.071065902709961,1.4142144918441772,1.4142144918441772
Agent_D,5.099999904632568,9.21248722076416,9.21248722076416,1.4142144918441772,1.4142144918441772
Agent_D,5.199999809265137,9.35390853881836,9.35390853881836,1.4142078161239624,1.4142078161239624
Agent_D,5.300000190734863,9.495329856872559,9.495329856872559,1.4142144918441772,1.4142144918441772
Agent_D,5.400000095367432,9.636751174926758,9.636751174926758,1.4142144918441772,1.4142144918441772
Agent_D,5.5,9.778172492980957,9.778172492980957,1.4142144918441772,1.4142144918441772
Agent_I,0.0,18.0,2.0,-1.7677688598632812,1.7677664756774902
Agent_I,0.10000000149011612,17.823223114013672,2.176776647567749,-1.7677688598632812,1.7677664756774902
Agent_I,0.20000000298023224,17.646446228027344,2.353553295135498,-1.7677687406539917,1.7677663564682007
Agent_I,0.30000001192092896,17.469669342041016,2.530329942703247,-1.7677689790725708,1.7677665948867798
Agent_I,0.4000000059604645,17.292892456054688,2.707106590270996,-1.7677689790725708,1.7677665948867798
Agent_I,0.5,17.11611557006836,2.883883237838745,-1.767768383026123,1.767765998840332
Agent_I,0.6000000238418579,16.93933868408203,3.060659885406494,-1.767769455909729,1.767767071723938
Agent_I,0.699999988079071,16.762561798095703,3.237436532974243,-1.767768383026123,1.767765998840332
Agent_I,0.800000011920929,16.585784912109375,3.414213180541992,-1.767769455909729,1.767767071723938
Agent_I,0.8999999761581421,16.409008026123047,3.590989828109741,-1.767768383026123,1.767765998840332
Agent_I,1.0,16.23223114013672,3.7677664756774902,-1.767768383026123,1.767765998840332
Agent_I,1.100000023841858,16.05545425415039,3.9445431232452393,-1.767768383026123,1.767765998840332
Agent_I,1.2000000476837158,15.878677368164062,4.121319770812988,-1.767770528793335,1.767770528793335
Agent_I,1.2999999523162842,15.701900482177734,4.298096656799316,-1.767768383026123,1.767768383026123
Agent_I,1.399999976158142,15.525123596191406,4.4748735427856445,-1.767768383026123,1.767768383026123
Agent_I,1.5,15.348346710205078,4.651650428771973,-1.767768383026123,1.767768383026123
Agent_I,1.600000023841858,15.17156982421875,4.828427314758301,-1.767768383026123,1.767768383026123
Agent_I,1.7000000476837158,14.994792938232422,5.005204200744629,-1.767770528793335,1.767770528793335
Agent_I,1.7999999523162842,14.818016052246094,5.181981086730957,-1.767768383026123,1.767768383026123
Agent_I,1.899999976158142,14.641239166259766,5.358757972717285,-1.767768383026123,1.767768383026123
Agent_I,2.0,14.464462280273438,5.535534858703613,-1.767770528793335,1.767770528793335
Agent_I,2.0999999046325684,14.28768539428711,5.712311744689941,-1.7677663564682007,1.7677663564682007
Agent_I,2.200000047683716,14.110908508300781,5.8890886306762695,-1.767770528793335,1.767770528793335
Agent_I,2.299999952316284,13.934131622314453,6.065865516662598,-1.7677663564682007,1.7677663564682007
Agent_I,2.4000000953674316,13.757354736328125,6.242642402648926,-1.767770528793335,1.767770528793335
Agent_I,2.5,13.580577850341797,6.419419288635254,-1.767770528793335,1.767770528793335
Agent_I,2.5999999046325684,13.403800964355469,6.596196174621582,-1.7677663564682007,1.7677663564682007
Agent_I,2.700000047683716,13.22702407836914,6.77297306060791,-1.767770528793335,1.767770528793335
Agent_I,2.799999952316284,13.050247192382812,6.949749946594238,-1.7677663564682007,1.7677663564682007
Agent_I,2.9000000953674316,12.873470306396484,7.126526832580566,-1.767770528793335,1.767770528793335
Agent_I,3.0,12.696693420410156,7.3033037185668945,-1.767770528793335,1.767770528793335
Agent_I,3.0999999046325684,12.519916534423828,7.480080604553223,-1.7677663564682007,1.7677663564682007
Agent_I,3.200000047683716,12.3431396484375,7.656857490539551,-1.767770528793335,1.767770528793335
Agent_I,3.299999952316284,12.166362762451172,7.833634376525879,-1.7677663564682007,1.7677663564682007
Agent_I,3.4000000953674316,11.989585876464844,8.010411262512207,-1.767770528793335,1.767770528793335
Agent_I,3.5,11.812808990478516,8.187188148498535,-1.767770528793335,1.767770528793335
Agent_I,3.5999999046325684,11.636032104492188,8.363965034484863,-1.7677663564682007,1.7677663564682007
Agent_I,3.700000047683716,11.45925521850586,8.540741920471191,-1.767770528793335,1.767770528793335
Agent_I,3.799999952316284,11.282478332519531,8.71751880645752,-1.7677663564682007,1.7677663564682007
Agent_I,3.9000000953674316,11.105701446533203,8.894295692443848,-1.767770528793335,1.767770528793335
Agent_I,4.0,10.928924560546875,9.071072578430176,-1.767770528793335,1.767770528793335
Agent_I,4.099999904632568,10.752147674560547,9.247849464416504,-1.767760992050171,1.767770528793335
Agent_I,4.199999809265137,10.575371742248535,9.424626350402832,-1.7677525281906128,1.7677620649337769
Agent_I,4.300000190734863,10.398595809936523,9.60140323638916,-1.767770528793335,1.767770528793335
Agent_I,4.400000095367432,10.221818923950195,9.778180122375488,-1.767760992050171,1.767770528793335
Agent_I,4.5,10.045042991638184,9.954957008361816,0.0,0.0
Agent_I,4.599999904632568,10.045042991638184,9.954957008361816,0.0,0.0
Agent_I,4.699999809265137,10.045042991638184,9.954957008361816,0.0,0.0
Agent_I,4.800000190734863,10.045042991638184,9.954957008361816,0.0,0.0
Agent_I,4.900000095367432,10.045042991638184,9.954957008361816,0.0,0.0
Agent_I,5.0,10.045042991638184,9.954957008361816,0.0,0.0
Agent_I,5.099999904632568,10.045042991638184,9.954957008361816,0.0,0.0
Agent_I,5.199999809265137,10.045042991638184,9.954957008361816,0.0,0.0
Agent_I,5.300000190734863,10.045042991638184,9.954957008361816,0.0,0.0
Agent_I,5.400000095367432,10.045042991638184,9.954957008361816,0.0,0.0
Agent_I,5.5,10.045042991638184,9.954957008361816,0.0,0.0
