alpha,observer_accuracy,path_length_ratio,deception_effectiveness,num_waypoints
0.0,1.0,1.1425899559169246,0.8752046128372478,23
0.25,1.0,1.2034826278695365,0.6231913802758304,25
0.5,1.0,1.1234953258722733,0.4450396797261295,23
0.75,1.0,1.0605452976212402,0.2357277907513614,21
1.0,1.0,1.1534920814078193,0.0,24
