epoch,loss
0,2.1036981003356017
1,2.038488485613517
2,1.989990185410679
3,1.9748058826814143
4,1.9609617463408677
5,1.9536170794312235
6,1.951054781421101
7,1.9525375884479443
8,1.9451709876128283
9,1.940403078837794
10,1.934716166402868
11,1.9272800426912533
12,1.9240156118715355
13,1.9153882793340637
14,1.917244763943068
15,1.915829690353942
16,1.908897400128333
17,1.889819631305351
18,1.8831093102458152
19,1.8808059673550381
20,1.8588101824689627
21,1.859022826455404
22,1.8521303780082654
23,1.8563417301358769
24,1.847299295899239
25,1.8433270390941445
26,1.8405241644966281
27,1.8425922542575035
28,1.837086453388841
29,1.8385405519938958
30,1.8320781426030501
31,1.829483565504517
32,1.8264169167568334
33,1.8292768684420353
34,1.8285302618291894
35,1.8250511492409789
36,1.8244945985822694
37,1.821975570587562
38,1.821000335632719
39,1.82201281708752
40,1.8208459518155404
41,1.8176217948655946
42,1.8151708428328637
43,1.8162339113899881
44,1.8135788571401419
45,1.811877150934831
46,1.8089583839850403
47,1.8070086361860966
48,1.80458188685949
49,1.8066409465072657
50,1.8015473348081206
51,1.8083435339573624
52,1.7993702412781558
53,1.8016723353715869
54,1.7966943971542009
55,1.8063698980292249
56,1.8024920416104284
57,1.8034359448517292
58,1.7975127890965008
59,1.7936215413501855
60,1.8009027272415763
61,1.7959774561779571
62,1.796005249437751
63,1.7933386002295013
64,1.7971483612324202
65,1.798000101851061
66,1.7933808780582783
67,1.789600517437168
68,1.7935187300046285
69,1.7955780272988535
70,1.795975096003516
71,1.7861596705318439
72,1.7896677941695962
73,1.7902058769929654
74,1.7906389954342472
75,1.7936722895545416
76,1.795599897570708
77,1.7903306102489032
78,1.7904281027697462
79,1.7879217458938912
80,1.7884661475629038
81,1.7918006136895732
82,1.7889650662928396
83,1.7841036958152083
84,1.785628905802918
85,1.7883880820696199
86,1.7851412630005847
87,1.786912748711934
88,1.786785757127343
89,1.7808126535084199
90,1.7844320866168957
91,1.7833179655609914
92,1.787962168276216
93,1.7860549729205608
94,1.7869551349213526
95,1.7803577613114934
96,1.7830141276733193
97,1.7795222142108056
98,1.7807260966225635
99,1.7832876324088653
100,1.788888641763449
101,1.7842919337994303
102,1.7842104704459132
103,1.7826154985887368
104,1.7842953062547138
105,1.7810512943290422
106,1.7813350067884437
107,1.7808152637587151
108,1.7842813785042242
109,1.7831570492348212
110,1.7791040092847923
111,1.781582045310293
112,1.7792246327016026
113,1.7798957279696472
114,1.7765300766175016
115,1.782494491913119
116,1.777682144438486
117,1.7784844929573096
118,1.7770506817582659
119,1.781601349380909
120,1.7799788966374752
121,1.7762956956551539
122,1.7798422577068516
123,1.7767900885563892
124,1.7738511190783544
125,1.775974341045247
126,1.7734147597828183
127,1.776870848311444
128,1.7790690639384361
129,1.7801704285834072
130,1.7767399053814663
131,1.7760670163808463
132,1.7789145888310474
133,1.7759498886022522
134,1.7740391193031324
135,1.7745400217095446
136,1.7793243227976758
137,1.7745013989543463
138,1.7754681448047571
139,1.7752377090860882
140,1.7748563447646433
141,1.7746432081406338
142,1.7762246926813894
143,1.7763230342623935
144,1.7759579549091875
145,1.775650522136387
146,1.7738631442448163
147,1.7747820738555884
148,1.7724181387096785
149,1.775304823068646
150,1.7726657431272534
151,1.773760085478778
152,1.772517775359312
153,1.7718962972763026
154,1.7751055890726628
155,1.7709785179033475
156,1.7726388875718742
157,1.7714324680549838
158,1.7743227874121583
159,1.7696674092968494
160,1.7781808215859942
161,1.766855051148371
162,1.7763535329798386
163,1.7729446981190504
164,1.7645716122729707
165,1.774520909381327
166,1.7729051639589277
167,1.7708639173334433
168,1.7694268796210417
169,1.768724130953281
170,1.7685718281950809
171,1.7730174240719463
172,1.7724388049300437
173,1.7733685716633547
174,1.7726467923907119
175,1.768656076884006
176,1.7671870128803344
177,1.7684042830791142
178,1.7691062608978005
179,1.7683983022567784
180,1.7707781794135227
181,1.771046547405716
182,1.7641169634475526
183,1.7678173837691875
184,1.7686659052850322
185,1.7665531969371753
186,1.7713080833685153
187,1.7711705091440282
188,1.770112032705762
189,1.768371676852541
190,1.7691973739514042
191,1.7680806845096992
192,1.7682496538094434
193,1.7615054783851238
194,1.7662763053960333
195,1.760343823011076
196,1.7538646212121323
197,1.7456211183025938
198,1.7398297323529002
199,1.7413336004691102
200,1.738301423130819
201,1.733629449236826
202,1.7334774755565288
203,1.7304463467609261
204,1.7314661546152728
205,1.7267645774011928
206,1.7317423351379744
207,1.731110988522028
208,1.72915505173647
209,1.728410951098748
210,1.7282565698521961
211,1.7230152066473337
212,1.7227810471355445
213,1.720345361537843
214,1.7231618480094801
215,1.7227628990654698
216,1.7148782294602567
217,1.715424085699175
218,1.714803824822108
219,1.7189737049512577
220,1.7130225687136205
221,1.7091531752410094
222,1.712675308465581
223,1.71024327435388
224,1.7109115830718247
225,1.7023549156072204
226,1.70534442804436
227,1.7013833597090573
228,1.704551700713322
229,1.7036043780486543
230,1.7029698310210994
231,1.7042674616520628
232,1.6986703514676147
233,1.6945764721381533
234,1.6958154437948743
235,1.6973818423812046
236,1.697630380331811
237,1.6919660169648898
238,1.6917412190452383
239,1.691429454304784
240,1.6893093295854416
241,1.6866404408527211
242,1.681200311327056
243,1.6799455318594054
244,1.6782658993915358
245,1.6776584245111517
246,1.6723917834472506
247,1.677018379590711
248,1.666655798508281
249,1.6659000219232851
250,1.6627374994717126
251,1.66462621384699
252,1.6604808032418503
253,1.6561065530419161
254,1.6500456571955628
255,1.655727921108499
256,1.6519897530994143
257,1.6370845163979613
258,1.6373305528461461
259,1.6294506878555293
260,1.6257497866948445
261,1.6203352044732273
262,1.6205948414960745
263,1.6179439008706742
264,1.6100680018111617
265,1.6099070596280634
266,1.610219323013631
267,1.6065141096028484
268,1.6012247807041728
269,1.605701728925509
270,1.602381638629365
271,1.5999854892539376
272,1.5980164875539746
273,1.589022717901504
274,1.580654106584582
275,1.5903766291683885
276,1.5870540576900163
277,1.5887341117218583
278,1.578590517040301
279,1.584475079739075
280,1.5845314713262646
281,1.5804903671451467
282,1.5772032774643499
283,1.5756896384142776
284,1.5711649797727334
285,1.5640439441230436
286,1.5482592375922541
287,1.5479922777480235
288,1.5447757224712704
289,1.5370393159076878
290,1.5379588669133601
291,1.5302143233835603
292,1.5207157442920016
293,1.5173213243296173
294,1.5328268538154133
295,1.5235980049222944
296,1.5131431530813846
297,1.509833373094057
298,1.4996548259051115
299,1.4958427224208206
300,1.494169648676687
301,1.490831574689344
302,1.4862892225502415
303,1.473669172293767
304,1.4720580937220211
305,1.4794805678522793
306,1.4683781780714484
307,1.4530661596223642
308,1.4502673376698818
309,1.4349941720000188
310,1.4321753699114725
311,1.4244824993431473
312,1.4109351291475702
313,1.3909171239341982
314,1.4005255522368267
315,1.4083959307103737
316,1.3953065127346187
317,1.3777923283560016
318,1.3864806657777673
319,1.378095715541222
320,1.383508175835131
321,1.3570000623627956
322,1.3674513645935067
323,1.3512718536089194
324,1.3504910998387736
325,1.3542761080661467
326,1.3220817308478634
327,1.318191836807306
328,1.2994787573496596
329,1.295964775815912
330,1.2705244783470981
331,1.2736165155990617
332,1.2810379093598228
333,1.2606606687603028
334,1.2495750170089246
335,1.2559991049446388
336,1.236094854861545
337,1.236655693148126
338,1.2590291064721053
339,1.2094791020968514
340,1.2264039961365163
341,1.2166414412818438
342,1.2032918686079566
343,1.2097717864065185
344,1.1977800294403782
345,1.1906941913032985
346,1.192988525879515
347,1.1814401429976331
348,1.185155444047274
349,1.1903414990146766
350,1.1756640004132408
351,1.194121429018123
352,1.187886462952665
353,1.1938877732456201
354,1.1904370836737033
355,1.1692000892960819
356,1.1641375624549708
357,1.1692463256359853
358,1.1617802057221038
359,1.1737813912673396
360,1.1627781240860997
361,1.1489943888515093
362,1.1694515804261394
363,1.14844812473038
364,1.142362234415413
365,1.1320428848266602
366,1.1162573843017385
367,1.1020485165371525
368,1.1083019051694945
369,1.0957536085710329
370,1.073756540669084
371,1.0814843441449447
372,1.0686713376881387
373,1.0607966539042444
374,1.055389380794001
375,1.0722633566713258
376,1.0426366109983616
377,1.0538173500772148
378,1.0337718632172257
379,1.0392951796593448
380,1.0472135450414384
381,1.0717260002148283
382,1.0203446627793153
383,1.0529274143502234
384,1.0220421572620457
385,1.0218967841511466
386,1.0306219923552744
387,1.0335837679075026
388,1.0565010239539365
389,1.020546639248093
390,1.016058573790636
391,1.0553543295717165
392,1.02505991545522
393,1.005723148725609
394,1.0136273207822681
395,1.0107522346773796
396,0.9982015419910304
397,1.0106128204490337
398,1.012530325939305
399,0.9998422077293456
400,1.0235679927783743
401,0.994206625891711
402,0.9991127556534175
403,0.9940796573391835
404,0.9927823167653257
405,0.9926784316510385
406,1.003562408977587
407,1.0019063060694209
408,0.9884866892255689
409,0.9982166115518242
410,0.9958581198259929
411,0.9881889066048332
412,1.0020433242098792
413,0.9871870188539815
414,0.987780686991663
415,0.9983877221178293
416,1.0017665844957975
417,0.9773049111991509
418,0.9813950452759368
419,0.9730791643332531
420,0.9956653492522277
421,0.9791845095666099
422,0.9874067815747495
423,0.9832743760722131
424,0.9705623584524339
425,0.9795620476841739
426,0.9692931502162939
427,0.9687479052310118
428,0.9696659708851698
429,0.9794123404022265
430,0.9889394751092269
431,0.9879886838120495
432,0.9675173164355623
433,0.9762684657863719
434,0.9791019120299232
435,0.9643542875799146
436,0.9681058597414037
437,0.9721228191261231
438,0.9793308059186167
439,0.9566311394810488
440,0.9479783840089048
441,0.9897562783287976
442,0.9755281975672332
443,0.9729585331198164
444,0.9681481986625876
445,0.9614105104081815
446,0.9644951143912606
447,0.9770749253307662
448,0.9523859949096872
449,0.9555250219070892
450,0.9612209133250642
451,0.9591188789355624
452,0.9629734611812549
453,0.9577139590777115
454,0.9524375011570646
455,0.9501186111715356
456,0.9532128597699447
457,0.9617655171037285
458,0.9533058781194461
459,0.9607458081478945
460,0.9554132422376395
461,0.9576106211585456
462,0.9592555571883022
463,0.9513459529545258
464,0.9688079665245791
465,0.9584211352500493
466,0.9559555873298343
467,0.9479562840755517
468,0.9600199212771833
469,0.9425051817208482
470,0.9609274504120693
471,0.9449433867588616
472,0.9422788598902794
473,0.9482228717532768
474,0.9457903773110437
475,0.9428648431907521
476,0.9434157891296098
477,0.9404184374575743
478,0.9394902619517057
479,0.9507248913130677
480,0.9463137923447065
481,0.9327672708279336
482,0.9437560504834988
483,0.9568397847397068
484,0.9564788336249136
485,0.9384240100734041
486,0.9534947255211419
487,0.9277744166658953
488,0.9487393154728846
489,0.9311436585340455
490,0.9432412459387034
491,0.9346549686474069
492,0.9418624974351735
493,0.9511141109617213
494,0.9512952349573892
495,0.9424944595891341
496,0.9324622155742435
497,0.936584732995779
498,0.9331284316606808
499,0.9539850943084766
